Fecha Hora;Dem Hoy;Dem Ayer;Dem Sem Ant;Predespacho;Redespacho
01/01/2021 00:05;13394,86;15923,51;15331,35;14370;14370
01/01/2021 00:10;13357,06;15878,88;15449,67;14377;14377
01/01/2021 00:15;13294,94;15660,45;15410,56;14384;14384
01/01/2021 00:20;13413,44;15664,3;15393,77;14391;14391
01/01/2021 00:25;13394,58;15484,08;15388,06;14399;14399
01/01/2021 00:30;13373,24;15477,8;15393,91;14406;14406
01/01/2021 00:35;13354,45;15430,35;15427,81;14413;14413
01/01/2021 00:40;13330,75;15330,3;15437,94;14420;14420
01/01/2021 00:45;13303,06;15290,26;15419,18;14427;14427
01/01/2021 00:50;13282,41;15235,94;15405,54;14434;14434
01/01/2021 00:55;13271,91;15044,85;15409,65;14441;14441
01/01/2021 01:00;13280,07;14941,66;15396,98;14448;14448
01/01/2021 01:05;13276,33;14907,26;15256,65;14427;14427
01/01/2021 01:10;13252,73;14760,4;15246,91;14405;14405
01/01/2021 01:15;13247,4;14653,24;15254,88;14384;14384
01/01/2021 01:20;13237,33;14569,38;15095,98;14362;14362
01/01/2021 01:25;13223,25;14542,77;15088,59;14340;14340
01/01/2021 01:30;13205,66;14461,88;15104,56;14319;14319
01/01/2021 01:35;13198,39;14492,18;15114,42;14297;14297
01/01/2021 01:40;13176,14;14340,25;15144,03;14275;14275
01/01/2021 01:45;13148,6;14361,54;15149,86;14254;14254
01/01/2021 01:50;13143,39;14310,43;15162,99;14232;14232
01/01/2021 01:55;13140,14;14193,66;15174,34;14210;14210
01/01/2021 02:00;13095,44;14130,74;15187,33;14189;14189
01/01/2021 02:05;13075,79;14007,42;15187,62;14179;14179
01/01/2021 02:10;13050,95;13840,51;15202,04;14170;14170
01/01/2021 02:15;13027,45;13728,15;15195,31;14160;14160
01/01/2021 02:20;12992,73;13735,93;15213,31;14151;14151
01/01/2021 02:25;12953,83;13777,86;15217,43;14141;14141
01/01/2021 02:30;12945,18;13730,24;15224,28;14132;14132
01/01/2021 02:35;12932,69;13626,58;15404,36;14122;14122
01/01/2021 02:40;12903,14;13618,87;15384,68;14113;14113
01/01/2021 02:45;12888,63;13612,89;15379,2;14103;14103
01/01/2021 02:50;12836,67;13578,53;15390,05;14094;14094
01/01/2021 02:55;12765;13552,63;15380,02;14084;14084
01/01/2021 03:00;12751,45;13506,87;15377,79;14075;14075
01/01/2021 03:05;12692,56;13391,42;15349,11;14047;14047
01/01/2021 03:10;12679,03;13372,84;15351,36;14020;14020
01/01/2021 03:15;12639,34;13324,88;15335,84;13992;13992
01/01/2021 03:20;12612,41;13262,2;15325,58;13965;13965
01/01/2021 03:25;12594,01;13298,99;14960,32;13937;13937
01/01/2021 03:30;12586,87;13353,22;15292,4;13910;13910
01/01/2021 03:35;12577,48;13338,61;15281,23;13882;13882
01/01/2021 03:40;12572,21;13427,3;15234,96;13855;13855
01/01/2021 03:45;12566,45;13347,11;15233,58;13827;13827
01/01/2021 03:50;12526,88;13380,17;15183,58;13800;13800
01/01/2021 03:55;12440,81;13313,88;15168,53;13772;13772
01/01/2021 04:00;12430,1;13468,31;15144,17;13745;13745
01/01/2021 04:05;12431,2;13424,11;15133,11;13706;13706
01/01/2021 04:10;12384,65;13427,93;15109,86;13668;13668
01/01/2021 04:15;12375,55;13476,37;15080,69;13630;13630
01/01/2021 04:20;12338,77;13406,84;15081,26;13592;13592
01/01/2021 04:25;12317,57;13368,07;15021,62;13554;13554
01/01/2021 04:30;12275,07;13406,78;14995,34;13516;13516
01/01/2021 04:35;12250,71;13446,37;14975,97;13477;13477
01/01/2021 04:40;12227,5;13459,42;14927,93;13439;13439
01/01/2021 04:45;12197,91;13397,92;14900,51;13401;13401
01/01/2021 04:50;12171,96;13416,81;14875,12;13363;13363
01/01/2021 04:55;12135,68;13275,4;14813,3;13325;13325
01/01/2021 05:00;12116,55;13241,03;14812,42;13286;13286
01/01/2021 05:05;12127,93;13238,7;14763,77;13194;13194
01/01/2021 05:10;12079,46;13208,09;14723,56;13101;13101
01/01/2021 05:15;12069,03;13204,29;14682,05;13009;13009
01/01/2021 05:20;12069,52;13274,34;14642,69;12916;12916
01/01/2021 05:25;12005,28;13195;14727,62;12823;12823
01/01/2021 05:30;11904,81;13117,36;14632,57;12731;12731
01/01/2021 05:35;11755,15;13040,87;14535,84;12638;12638
01/01/2021 05:40;11651,54;13051,63;14570,53;12546;12546
01/01/2021 05:45;11510,77;13016,36;14459,74;12453;12453
01/01/2021 05:50;11416,93;12900,97;14300,74;12360;12360
01/01/2021 05:55;11397,74;12842,05;14179,07;12268;12268
01/01/2021 06:00;11338,32;12658,8;14129,4;12175;12175
01/01/2021 06:05;11275,97;12707,16;14062,19;12166;12166
01/01/2021 06:10;11204,27;12682,14;14012,65;12156;12156
01/01/2021 06:15;11138,63;12692,74;14025,43;12147;12147
01/01/2021 06:20;11174,22;12628,64;13967,62;12137;12137
01/01/2021 06:25;11116,69;12648,52;13907,97;12128;12128
01/01/2021 06:30;11079,31;12647,92;13845,51;12119;12119
01/01/2021 06:35;11010,71;12663,23;13771,84;12109;12109
01/01/2021 06:40;10968,75;12690,57;13749,82;12100;12100
01/01/2021 06:45;10956,08;12731,55;13670,34;12090;12090
01/01/2021 06:50;10983,04;12746,7;13657,24;12081;12081
01/01/2021 06:55;10954,03;12762,98;13624,68;12071;12071
01/01/2021 07:00;10969,95;12851,91;13597,31;12062;12062
01/01/2021 07:05;10956,02;12804,64;13580,42;12067;12067
01/01/2021 07:10;10971,89;12403,86;13574,52;12072;12072
01/01/2021 07:15;10988,37;12672,86;13537,61;12078;12078
01/01/2021 07:20;10989,77;12782,72;13538,73;12083;12083
01/01/2021 07:25;10993,07;12736,39;13545,31;12088;12088
01/01/2021 07:30;11030,5;12762,31;13540,49;12094;12094
01/01/2021 07:35;11071,66;12883,62;13544,41;12099;12099
01/01/2021 07:40;11100,6;12979,62;13540,89;12104;12104
01/01/2021 07:45;11121,69;12901,33;13571,22;12110;12110
01/01/2021 07:50;11123,1;12944,62;13567,8;12115;12115
01/01/2021 07:55;11173,41;13029,95;13598,27;12120;12120
01/01/2021 08:00;11172,51;13093,45;13591,98;12126;12126
01/01/2021 08:05;11253,53;13134,7;13620,32;12135;12135
01/01/2021 08:10;11313,13;13208;13631,26;12145;12145
01/01/2021 08:15;11322,69;13262,48;13651,85;12155;12155
01/01/2021 08:20;11389,19;13169,86;13671,84;12165;12165
01/01/2021 08:25;11427,28;13296,36;13709,72;12175;12175
01/01/2021 08:30;11485,8;13314,25;13737,28;12185;12185
01/01/2021 08:35;11534,81;13293,7;13758,53;12195;12195
01/01/2021 08:40;11544,48;13506,17;13760,33;12205;12205
01/01/2021 08:45;11538,23;13511,76;13785,28;12215;12215
01/01/2021 08:50;11535,42;13597,92;13841,97;12225;12225
01/01/2021 08:55;11557,79;13605,45;13822,86;12235;12235
01/01/2021 09:00;11607,2;13597,03;13848,07;12245;12245
01/01/2021 09:05;11673,19;13723,66;13886,7;12295;12295
01/01/2021 09:10;11699,49;13714,8;13791,84;12346;12346
01/01/2021 09:15;11758,62;13715,47;13845,24;12397;12397
01/01/2021 09:20;11796;13761,85;13861,63;12447;12447
01/01/2021 09:25;11841,51;13867,45;13906,05;12498;12498
01/01/2021 09:30;11875,45;13788,22;13910,98;12548;12548
01/01/2021 09:35;11923,67;13776,48;13929,67;12599;12599
01/01/2021 09:40;11997,49;13737,94;13988,21;12649;12649
01/01/2021 09:45;11993,61;13910,9;14041,6;12700;12700
01/01/2021 09:50;11998,62;13967,94;13710,59;12751;12751
01/01/2021 09:55;12023,37;14023,19;14108,94;12801;12801
01/01/2021 10:00;12071,92;14009,22;14184,78;12852;12852
01/01/2021 10:05;12074,06;14034,7;14203,78;12916;12916
01/01/2021 10:10;12124,93;13931,39;14258,78;12980;12980
01/01/2021 10:15;12168,87;14000,61;14282,5;13044;13044
01/01/2021 10:20;12224,65;14096,03;14347,82;13109;13109
01/01/2021 10:25;12264,96;14102,1;14382,31;13173;13173
01/01/2021 10:30;12326,64;14000,98;14463,57;13237;13237
01/01/2021 10:35;12365,33;14115,56;14501,35;13301;13301
01/01/2021 10:40;12439,87;13803,79;14551,22;13365;13365
01/01/2021 10:45;12515,88;14348,69;14617,84;13430;13430
01/01/2021 10:50;12576,74;14301,74;14660,48;13494;13494
01/01/2021 10:55;12614,91;14361,25;14718,48;13558;13558
01/01/2021 11:00;12703,04;14252,97;14755,18;13622;13622
01/01/2021 11:05;12763,43;14282,62;14840,9;13684;13684
01/01/2021 11:10;12818,01;14350,38;14890,88;13745;13745
01/01/2021 11:15;12890,37;14373,23;14910,12;13807;13807
01/01/2021 11:20;12964,22;14357,18;14968,13;13869;13869
01/01/2021 11:25;13030,88;14357,52;15038,67;13930;13930
01/01/2021 11:30;13071,99;14378,38;15062,28;13992;13992
01/01/2021 11:35;13120,78;14337,34;15120,13;14054;14054
01/01/2021 11:40;13227,41;14358,22;15185,63;14115;14115
01/01/2021 11:45;13281,93;14402,06;15250,08;14177;14177
01/01/2021 11:50;13428,32;14371,99;15277,11;14239;14239
01/01/2021 11:55;13509,94;14409,05;15294,86;14300;14300
01/01/2021 12:00;13565,68;14492,67;15347,35;14362;14362
01/01/2021 12:05;13580,36;14118,91;15434,8;14426;14426
01/01/2021 12:10;13646,01;14452,24;15522,44;14491;14491
01/01/2021 12:15;13716,67;14524,93;15572,88;14556;14556
01/01/2021 12:20;13811,27;14557,39;15438,33;14620;14620
01/01/2021 12:25;13846,78;14514,33;15483,73;14685;14685
01/01/2021 12:30;13936,76;14485,01;15556,82;14749;14749
01/01/2021 12:35;13993,04;14528,51;15608,27;14814;14814
01/01/2021 12:40;14056,3;14512,02;15613,85;14879;14879
01/01/2021 12:45;14131,44;14572,33;15656,55;14943;14943
01/01/2021 12:50;14182,22;14555,98;15684,36;15008;15008
01/01/2021 12:55;14261,77;14611,77;15690,22;15073;15073
01/01/2021 13:00;14313,63;14602,98;15707,51;15137;15137
01/01/2021 13:05;14366,58;14651,39;15726,82;15161;15161
01/01/2021 13:10;14430,12;14677,26;15768,14;15185;15185
01/01/2021 13:15;14478,37;14668,77;15776,09;15210;15210
01/01/2021 13:20;14512,17;14692,8;15819,05;15234;15234
01/01/2021 13:25;14609,08;14701,85;15800,29;15258;15258
01/01/2021 13:30;14637,4;14767,02;15828,58;15282;15282
01/01/2021 13:35;14483,96;14779,54;15838,19;15306;15306
01/01/2021 13:40;14510,21;14852,18;15854,43;15330;15330
01/01/2021 13:45;14559,39;14800,36;15873,39;15354;15354
01/01/2021 13:50;14579,36;14876,93;15850,18;15378;15378
01/01/2021 13:55;14632,27;14822,47;15821,46;15403;15403
01/01/2021 14:00;14688,14;14827,46;15821,08;15427;15427
01/01/2021 14:05;14687,02;14849,63;15880,15;15443;15443
01/01/2021 14:10;14775,54;14864,41;15866,22;15459;15459
01/01/2021 14:15;14773,52;14929,35;15894,73;15475;15475
01/01/2021 14:20;14810,69;14951,41;15862,8;15492;15492
