Fecha Hora;Dem Hoy;Dem Ayer;Dem Sem Ant;Predespacho;Redespacho
15/02/2020 00:05;17603,49;19251,89;18606,27;19505;19505
15/02/2020 00:10;17542,79;19160,03;18525,33;19303;19303
15/02/2020 00:15;17360,97;19047,7;18386,4;19102;19102
15/02/2020 00:20;17325,44;19029,92;18399,67;18901;18901
15/02/2020 00:25;17200,6;18903,95;18286,19;18700;18700
15/02/2020 00:30;17168,7;18817,63;18211,7;18498;18498
15/02/2020 00:35;16987,71;18709,99;18163,91;18297;18297
15/02/2020 00:40;16930,5;18629,7;17956,19;18096;18096
15/02/2020 00:45;17058,95;18495,82;17841,32;17894;17894
15/02/2020 00:50;17011,68;18351,13;17775,81;17693;17693
15/02/2020 00:55;16873,52;18268,08;17830,94;17492;17492
15/02/2020 01:00;16893,24;18192,66;17865,59;17290;17290
15/02/2020 01:05;16809,59;18050,15;17725,62;17240;17240
15/02/2020 01:10;16599,25;18073,54;17609,78;17189;17189
15/02/2020 01:15;16550,05;17940;17457,51;17138;17138
15/02/2020 01:20;16504,75;17735,13;17448,22;17087;17087
15/02/2020 01:25;16448,64;17605,39;17430,69;17036;17036
15/02/2020 01:30;16303,89;17601,99;17375,19;16986;16986
15/02/2020 01:35;16233,1;17534,13;17193,37;16935;16935
15/02/2020 01:40;16197,26;17490,38;17117,63;16884;16884
15/02/2020 01:45;16126,09;17430,51;17153,59;16833;16833
15/02/2020 01:50;16155,18;17328,13;16982,99;16782;16782
15/02/2020 01:55;15974,8;17197,29;17006,36;16731;16731
15/02/2020 02:00;15910,38;17124,11;16871,75;16681;16681
15/02/2020 02:05;15913,37;17003,17;16688,71;16633;16633
15/02/2020 02:10;15756,92;16855,26;16808,87;16585;16585
15/02/2020 02:15;15589,06;16855,98;16745,64;16538;16538
15/02/2020 02:20;15689,76;16865,23;16679,65;16490;16490
15/02/2020 02:25;15527,6;16792,53;16630,12;16442;16442
15/02/2020 02:30;15788,19;16611,13;16600,1;16394;16394
15/02/2020 02:35;15711,33;16571,8;16432,29;16347;16347
15/02/2020 02:40;15829,18;16499,87;16387,79;16299;16299
15/02/2020 02:45;15710,85;16421,27;16463,77;16251;16251
15/02/2020 02:50;15716,28;16355,92;16340,59;16204;16204
15/02/2020 02:55;15591,3;16246,95;16253,56;16156;16156
15/02/2020 03:00;15561,62;16335,27;16135,77;16108;16108
15/02/2020 03:05;15539,17;16214,83;16185,35;16097;16097
15/02/2020 03:10;15538,52;16127,36;16245;16085;16085
15/02/2020 03:15;15671,11;16161,36;16157,16;16074;16074
15/02/2020 03:20;15512,12;16078,3;16053,23;16062;16062
15/02/2020 03:25;15686,89;16090,52;15922,78;16051;16051
15/02/2020 03:30;15592,37;15995,11;16018,48;16039;16039
15/02/2020 03:35;15561,19;15922,59;15982,73;16028;16028
15/02/2020 03:40;15572,03;15841,35;15957,02;16016;16016
15/02/2020 03:45;15463,7;15812,22;15899,8;16005;16005
15/02/2020 03:50;15427,44;15879,17;15715,36;15993;15993
15/02/2020 03:55;15414,26;15731,72;15806,32;15982;15982
15/02/2020 04:00;15418,3;15721,52;15661,4;15970;15970
15/02/2020 04:05;15409,03;15684,25;15591,53;15953;15953
15/02/2020 04:10;15316,99;15639,76;15672,47;15937;15937
15/02/2020 04:15;15216,48;15702,19;15685,4;15920;15920
15/02/2020 04:20;15327,29;15691,16;15493,11;15903;15903
15/02/2020 04:25;15389,04;15674,38;15569,61;15886;15886
15/02/2020 04:30;15409,98;15633,45;15586,09;15869;15869
15/02/2020 04:35;15333,82;15510,67;15576,09;15852;15852
