Fecha Hora;Dem Hoy;Dem Ayer;Dem Sem Ant;Predespacho;Redespacho
09/02/2021 00:05;15695,14;17628,17;14744,05;15961;15961
09/02/2021 00:10;15549,45;17569,16;14694,58;15901;15901
09/02/2021 00:15;15448,32;17579,67;14647,8;15842;15842
09/02/2021 00:20;15362,51;17502,7;14506,19;15782;15782
09/02/2021 00:25;15339,24;17341,61;14441,96;15722;15722
09/02/2021 00:30;15212,63;17257,38;14406,06;15662;15662
09/02/2021 00:35;15161,7;17199,25;14367;15602;15602
09/02/2021 00:40;15010,25;17211,7;14316,37;15543;15543
09/02/2021 00:45;14951,43;17038,42;14029,35;15483;15483
09/02/2021 00:50;14850,87;16915;13897,67;15423;15423
09/02/2021 00:55;14749,99;16988,07;13804,67;15363;15363
09/02/2021 01:00;14590,55;16704,05;13869,35;15304;15304
09/02/2021 01:05;14505,66;16702,51;13770,75;15237;15237
09/02/2021 01:10;14466,99;16685,53;13861,6;15170;15170
09/02/2021 01:15;14573,36;16455,97;13692,6;15103;15103
09/02/2021 01:20;14346,27;16374,22;13690,65;15036;15036
09/02/2021 01:25;14499,19;16229,07;13650,81;14970;14970
09/02/2021 01:30;14579,46;16347,64;13557,91;14903;14903
09/02/2021 01:35;14512,69;16231,71;13378,93;14836;14836
09/02/2021 01:40;14427,93;16159,34;13328,61;14769;14769
09/02/2021 01:45;14226,38;16058,3;13291,59;14703;14703
09/02/2021 01:50;14205,11;15963,07;13259,85;14636;14636
09/02/2021 01:55;14069,79;16063,25;13077,94;14569;14569
09/02/2021 02:00;14084,64;15978,74;13107,61;14502;14502
09/02/2021 02:05;14181,73;15951,72;13074,64;14477;14477
09/02/2021 02:10;14206,69;15700,51;13205,29;14451;14451
09/02/2021 02:15;14152,39;15634,68;13076,19;14425;14425
09/02/2021 02:20;14124,22;15603,24;13180,33;14399;14399
09/02/2021 02:25;14075,73;15656,53;13018,86;14374;14374
09/02/2021 02:30;14106,98;15578,87;13032,72;14348;14348
09/02/2021 02:35;14152,77;15349,04;13010,32;14322;14322
09/02/2021 02:40;14060,32;15025,26;13022,63;14296;14296
