Fecha Hora;Dem Hoy;Dem Ayer;Dem Sem Ant;Predespacho;Redespacho
06/11/2020 00:05;14769,13;14654,12;14504,34;14914;14914
06/11/2020 00:10;14686,5;14543,61;14264,89;14811;14811
06/11/2020 00:15;14531,55;14420,02;14198,19;14709;14709
06/11/2020 00:20;14525,51;14270,11;14094,14;14607;14607
06/11/2020 00:25;14508,69;14155,83;14072,8;14505;14505
06/11/2020 00:30;14347,63;14114,89;13951,03;14402;14402
06/11/2020 00:35;14196,11;14093,99;13868,15;14300;14300
06/11/2020 00:40;14177,06;13967,07;13742,3;14198;14198
06/11/2020 00:45;14070,95;14006,5;13757,34;14096;14096
06/11/2020 00:50;14028,16;14004,74;13636,46;13993;13993
06/11/2020 00:55;14008,3;13874,88;13537,45;13891;13891
06/11/2020 01:00;13856,82;13833,11;13412,87;13789;13789
06/11/2020 01:05;13765,05;13625,8;13304,84;13703;13703
06/11/2020 01:10;13689,19;13562,88;13151,91;13617;13617
06/11/2020 01:15;13597,56;13468,54;13056,34;13531;13531
06/11/2020 01:20;13620,21;13289,31;13014,74;13445;13445
06/11/2020 01:25;13479,56;13180,39;13025,18;13359;13359
06/11/2020 01:30;13393,59;13099,29;12995,9;13273;13273
06/11/2020 01:35;13384,46;13141,83;12953,3;13187;13187
06/11/2020 01:40;13216,85;13053,97;12903,79;13101;13101
06/11/2020 01:45;13254,83;13041,82;12829,52;13015;13015
06/11/2020 01:50;13075,6;12955,08;12728,47;12929;12929
06/11/2020 01:55;13116,92;12922,68;12655,19;12843;12843
06/11/2020 02:00;13100,38;12828,74;12592,01;12757;12757
06/11/2020 02:05;13075,2;12923,7;12542,13;12722;12722
06/11/2020 02:10;12959,4;12823,5;12497,95;12687;12687
06/11/2020 02:15;12897,85;12819,55;12481,49;12652;12652
06/11/2020 02:20;12866,23;12747,63;12489,79;12617;12617
06/11/2020 02:25;12755,12;12773,21;12462,04;12582;12582
06/11/2020 02:30;12720,85;12716,87;12387,57;12547;12547
06/11/2020 02:35;12726,44;12705,94;12399,44;12512;12512
06/11/2020 02:40;12692,55;12566,63;12393,6;12477;12477
06/11/2020 02:45;12715,67;12436,05;12365,49;12443;12443
06/11/2020 02:50;12759,63;12472,86;12390,22;12408;12408
06/11/2020 02:55;12616,28;12504,59;12375,34;12373;12373
06/11/2020 03:00;12621,32;12487,33;12243,44;12338;12338
06/11/2020 03:05;12617,11;12477,24;12238,86;12330;12330
06/11/2020 03:10;12503,01;12382,93;12213,88;12322;12322
06/11/2020 03:15;12410,13;12436,71;12262,51;12315;12315
06/11/2020 03:20;12512,71;12318,03;12257,81;12307;12307
06/11/2020 03:25;12478,64;12454,19;12241,72;12299;12299
06/11/2020 03:30;12483,29;12262,67;12223,04;12291;12291
06/11/2020 03:35;12501,37;12343,36;12217,68;12284;12284
06/11/2020 03:40;12468,5;12311,04;12200,81;12276;12276
06/11/2020 03:45;12493,49;12283,57;12099,01;12268;12268
06/11/2020 03:50;12391,63;12310,77;12090,48;12261;12261
06/11/2020 03:55;12496,49;12193,85;12206,77;12253;12253
06/11/2020 04:00;12433,17;12118,62;12181,68;12245;12245
06/11/2020 04:05;12372,5;12156,58;12232,27;12237;12237
06/11/2020 04:10;12305,78;12252,81;12174,96;12229;12229
06/11/2020 04:15;12419,28;12196,48;12199,96;12221;12221
06/11/2020 04:20;12369,85;12277,91;12190,83;12213;12213
06/11/2020 04:25;12224,36;12197,1;12152,7;12206;12206
06/11/2020 04:30;12338,01;12228,4;12157,65;12198;12198
06/11/2020 04:35;12316,12;12248,63;12133,93;12190;12190
06/11/2020 04:40;12336,15;12205,58;12136,91;12182;12182
06/11/2020 04:45;12307,78;12117,14;12123,4;12174;12174
06/11/2020 04:50;12283,99;12443,18;12249,27;12166;12166
06/11/2020 04:55;12376,3;12237,79;12254,55;12158;12158
06/11/2020 05:00;12398,71;12125,04;12202,18;12150;12150
06/11/2020 05:05;12398,92;12207,61;12224,91;12141;12141
06/11/2020 05:10;12434,73;12359,03;12162,49;12133;12133
06/11/2020 05:15;12438,99;12252,21;12214,12;12124;12124
06/11/2020 05:20;12278,25;12335,27;12331,66;12116;12116
06/11/2020 05:25;12369,19;12197,68;12276,04;12107;12107
06/11/2020 05:30;12402,09;12323,68;12247,55;12099;12099
06/11/2020 05:35;12416,88;12239,17;12266,4;12090;12090
06/11/2020 05:40;12313,9;12145,34;12232,06;12082;12082
06/11/2020 05:45;12242,09;12120,11;12182,4;12073;12073
06/11/2020 05:50;12107,51;12017,14;12139,98;12065;12065
06/11/2020 05:55;12018,85;11865,75;12043,05;12056;12056
06/11/2020 06:00;12006,62;11804,3;11935,79;12048;12048
06/11/2020 06:05;12052,41;11811,82;11999,11;12091;12091
06/11/2020 06:10;12044,73;11892,93;12106,35;12135;12135
06/11/2020 06:15;11948,13;11818,12;12106,92;12178;12178
06/11/2020 06:20;11935,95;12054,22;12131,13;12222;12222
06/11/2020 06:25;12041,05;11992,62;12164,68;12265;12265
06/11/2020 06:30;12009,48;12078,43;12109,02;12309;12309
06/11/2020 06:35;12064,5;12106,12;12003,32;12352;12352
06/11/2020 06:40;12230,23;12123,84;12071,04;12396;12396
06/11/2020 06:45;12067,5;12135,48;12188,23;12439;12439
06/11/2020 06:50;12178,69;12141,94;12128,89;12483;12483
06/11/2020 06:55;12270,72;12140,88;12186,49;12527;12527
06/11/2020 07:00;12314,45;12270,96;12188,55;12570;12570
06/11/2020 07:05;12414,58;12359,05;12337,76;12648;12648
06/11/2020 07:10;12479,99;12513,1;12534,56;12727;12727
06/11/2020 07:15;12583,25;12654,3;12654,02;12805;12805
06/11/2020 07:20;12755,64;12817,25;12747,65;12883;12883
06/11/2020 07:25;12728,61;12861,69;12827,09;12962;12962
06/11/2020 07:30;12776,82;12900,57;12766,72;13040;13040
06/11/2020 07:35;12972,04;12913,2;12962,25;13118;13118
06/11/2020 07:40;13000,31;12981,19;13092,75;13197;13197
06/11/2020 07:45;13141,5;12901,13;13106,79;13275;13275
06/11/2020 07:50;13197,49;13146,89;13211,51;13353;13353
06/11/2020 07:55;13322,23;13206,38;13209,87;13432;13432
06/11/2020 08:00;13312,01;13431,91;13392,23;13510;13510
06/11/2020 08:05;13423,62;13555,39;13501,7;13616;13616
06/11/2020 08:10;13653,95;13584,73;13583,75;13721;13721
06/11/2020 08:15;13841,91;13635,77;13695,47;13827;13827
06/11/2020 08:20;13992,71;13832,77;13857,3;13933;13933
06/11/2020 08:25;14164,33;14008,44;13850,48;14038;14038
06/11/2020 08:30;14122,97;14057,23;13909,21;14144;14144
06/11/2020 08:35;14155,73;14207,92;13962,82;14249;14249
06/11/2020 08:40;14311,68;14155,04;13611,38;14355;14355
06/11/2020 08:45;14253,33;14162,54;14084,07;14461;14461
06/11/2020 08:50;14382,75;14022,16;14067,96;14566;14566
06/11/2020 08:55;14586,8;14177,43;14224,67;14672;14672
06/11/2020 09:00;14616,17;14321,36;14216,5;14777;14777
06/11/2020 09:05;14756,89;14343,53;14373,36;14825;14825
06/11/2020 09:10;14825,47;14527,82;14388,98;14873;14873
06/11/2020 09:15;14863,6;14557,9;14368,2;14921;14921
06/11/2020 09:20;14870,92;14677,74;14520,18;14969;14969
06/11/2020 09:25;14975,19;14733,22;14578,5;15017;15017
06/11/2020 09:30;15033,03;14725,19;14491,93;15065;15065
06/11/2020 09:35;15060,55;14698,7;14523,22;15113;15113
06/11/2020 09:40;15052,07;14577,14;14576,28;15161;15161
06/11/2020 09:45;15132,93;14714,38;14598,84;15209;15209
06/11/2020 09:50;15179,98;14807,93;14727,68;15257;15257
06/11/2020 09:55;15360,75;14770,89;14735,25;15305;15305
06/11/2020 10:00;15418,83;14895,66;14808,85;15353;15353
06/11/2020 10:05;15446,3;15077,54;14715,38;15393;15393
06/11/2020 10:10;15466,63;15120,86;14796,44;15434;15434
06/11/2020 10:15;15524,96;15125,85;14778,24;15474;15474
06/11/2020 10:20;15543,65;15036,31;14760,76;15515;15515
06/11/2020 10:25;15444,48;15062,71;14841,96;15555;15555
06/11/2020 10:30;15459,09;15155,12;14758,41;15596;15596
06/11/2020 10:35;15769,88;15011,25;14767,37;15636;15636
06/11/2020 10:40;15824,83;15197,17;14838,83;15676;15676
06/11/2020 10:45;15681,35;14982,06;14833,57;15717;15717
06/11/2020 10:50;15815,55;15126,38;14972,49;15757;15757
06/11/2020 10:55;15899,77;15229,41;15018,16;15798;15798
06/11/2020 11:00;16027,85;15303,07;15011,71;15838;15838
06/11/2020 11:05;16114,23;15323,17;14941,45;15870;15870
06/11/2020 11:10;16096,72;15282,04;15055,75;15903;15903
06/11/2020 11:15;15961,99;15134,96;14936,39;15935;15935
06/11/2020 11:20;15909,55;15313,61;14949,37;15967;15967
06/11/2020 11:25;16007,89;15400,59;15000,77;15999;15999
06/11/2020 11:30;16267,72;15339,26;15164,76;16032;16032
06/11/2020 11:35;16153,54;15327,37;15107,98;16064;16064
06/11/2020 11:40;16185,98;15324,39;15124,28;16096;16096
06/11/2020 11:45;16154,04;15480,35;15140,47;16128;16128
06/11/2020 11:50;16224,15;15411,09;15146,14;16160;16160
06/11/2020 11:55;16324,61;15475,16;15177,74;16193;16193
06/11/2020 12:00;16362,06;15532;15173,21;16225;16225
06/11/2020 12:05;16484;15522,87;15012,17;16250;16250
06/11/2020 12:10;16375,04;15642,62;14959,67;16275;16275
06/11/2020 12:15;16483,35;15651,16;14983,72;16300;16300
06/11/2020 12:20;16553,33;15598,06;14988,35;16325;16325
06/11/2020 12:25;16615,6;15639,54;15076,83;16350;16350
06/11/2020 12:30;16758,03;15579,94;15103,5;16375;16375
06/11/2020 12:35;16556,26;15906,9;15071;16400;16400
06/11/2020 12:40;16668,66;15912,9;15122,99;16424;16424
06/11/2020 12:45;16825,71;15909,54;15094,83;16449;16449
06/11/2020 12:50;16809,93;16046,32;15048,05;16474;16474
06/11/2020 12:55;16853,13;16019,33;15045,19;16499;16499
06/11/2020 13:00;16634,43;16213,84;14977,01;16524;16524
06/11/2020 13:05;16670,9;16214,45;14946,16;16546;16546
06/11/2020 13:10;16920,02;16328,18;14984,27;16567;16567
06/11/2020 13:15;16918,98;16290,55;15006,95;16588;16588
06/11/2020 13:20;16878,49;16282,56;15076,88;16609;16609
06/11/2020 13:25;16909,51;16295,2;14987,71;16631;16631
06/11/2020 13:30;16840,99;16131,31;14909,4;16652;16652
06/11/2020 13:35;16845,94;16095,49;14952,12;16673;16673
06/11/2020 13:40;16970,86;16158,3;14795,57;16695;16695
06/11/2020 13:45;16764,04;16216,44;14765,21;16716;16716
06/11/2020 13:50;16649,54;16187,28;14841,13;16737;16737
06/11/2020 13:55;16717,55;16253,06;14725,79;16758;16758
06/11/2020 14:00;16783,2;16035,33;14777,95;16780;16780
06/11/2020 14:05;16864,39;16251,65;14674,64;16776;16776
06/11/2020 14:10;16886,05;16292,48;14727,83;16773;16773
06/11/2020 14:15;16688,29;16228,5;14731,5;16770;16770
06/11/2020 14:20;16701,44;16312,12;14684,92;16766;16766
06/11/2020 14:25;16939,24;16317,82;14633,22;16763;16763
06/11/2020 14:30;16885,96;16339,63;14666,3;16759;16759
06/11/2020 14:35;16821,93;16323,19;14472,56;16756;16756
06/11/2020 14:40;16749;16282,39;14447,92;16753;16753
06/11/2020 14:45;16614,99;16309,28;14521,86;16749;16749
06/11/2020 14:50;16789,23;16530,61;14539,52;16746;16746
06/11/2020 14:55;16792,74;16527,63;14558,54;16743;16743
06/11/2020 15:00;16911,93;16519,56;14518,6;16739;16739
06/11/2020 15:05;16897,36;16496,44;14423,96;16723;16723
06/11/2020 15:10;16842,18;16556,56;14414,42;16706;16706
06/11/2020 15:15;16835,02;16497,83;14415,9;16690;16690
06/11/2020 15:20;16857,79;16373,32;14412,01;16673;16673
06/11/2020 15:25;16715,53;16369,07;14450,07;16657;16657
06/11/2020 15:30;16738,21;16411,65;14430,3;16641;16641
06/11/2020 15:35;16621,72;16221,6;14357,37;16624;16624
06/11/2020 15:40;16595,3;16283,15;14389,3;16608;16608
06/11/2020 15:45;16581,71;16313,21;14322,88;16591;16591
06/11/2020 15:50;16590,32;16379,37;14349,5;16575;16575
06/11/2020 15:55;16665,66;16405,7;14277,63;16558;16558
06/11/2020 16:00;16569,1;16516,11;14245,78;16542;16542
